Toiletter - Hvide Klit - Onsdag 12:00 - 20:00
Toiletter - Hvide Klit - Onsdag 20:00 - 04:00
Toiletter - Hvide Klit - Torsdag 04:00 - 12:00
Toiletter - Hvide Klit - Torsdag 12:00-18:00
Toiletter - Hvide Klit - Torsdag 18:00-24:00
Toiletter - Hvide Klit - Torsdag 24:00-04:00
Toiletter - Hvide Klit - Fredag 04:00-08:00
Toiletter - Hvide Klit - Fredag 08:00-12:00
Toiletter - Klitten - Onsdag 12:00 - 20:00
Toiletter - Klitten - Onsdag 20:00 - 04:00
Toiletter - Klitten - Torsdag 04:00 - 12:00
Toiletter - Klitten - Torsdag 12:00-18:00
Toiletter - Klitten - Torsdag 18:00-24:00
Toiletter - Klitten - Torsdag 24:00-04:00
Toiletter - Klitten - Fredag 04:00-08:00
Toiletter - Klitten - Fredag 08:00-12:00
Udendørs - Hvide Klit - Onsdag 12:00 - 18:00
Udendørs - Hvide Klit - Onsdag 18:00 - 24:00
Udendørs - Hvide Klit - Torsdag 12:00-20:00
Udendørs - Hvide Klit - Torsdag 20:00-12:00
Udendørs - Klitten - Onsdag 12:00 - 18:00
Udendørs - Klitten - Onsdag 18:00 - 24:00
Udendørs - Klitten - Torsdag 12:00-20:00
Udendørs - Klitten - Torsdag 20:00-12:00
Samle flasker - Torsdag 17:00-22:00
Samle flasker - Torsdag 22:00-03:00
Samle flasker - Torsdag 03:00-08:00
Forberede aftensmad - Onsdag 17:00
Forberede aftensmad - Onsdag 17:00
Rydde op efter aftensmad - Onsdag 19:30
Rydde op efter aftensmad - Onsdag 19:30
Forberede morgenmad - Torsdag 07:30
Forberede morgenmad - Torsdag 07:30
Oprydning efter morgenmad - Torsdag 09:00
Oprydning efter morgenmad - Torsdag 09:00
Forberede frokost - Torsdag 11:30
Forberede frokost - Torsdag 11:30
Oprydning efter frokost - Torsdag 13:00
Oprydning efter frokost - Torsdag 13:00
Forberede aftensmad - Torsdag 17:00
Rydde op efter aftensmad - Torsdag 19:30
Rydde op efter aftensmad - Torsdag 19:30
Forberede morgenmad - Fredag 07:30
Oprydning efter morgenmad - Fredag 09:30
Oprydning efter morgenmad - Fredag 09:30
Rydde op efter postløb - Onsdag 17:00
Rydde op efter postløb - Onsdag 17:00
Forberede brætspilsaften - Onsdag 19:30
Forberede brætspilsaften - Onsdag 19:30
Rydde op efter brætspilsaften - Onsdag 23:00
Rydde op efter brætspilsaften - Onsdag 23:00
Oprydning i spisesal - Torsdag 07:30
Forberedelse til foredrag - Torsdag 12:50
Oprydning efter foredrag - Torsdag 13:30
Forberede bar - Torsdag 17:00
Forberede bar - Torsdag 17:00
Pynte op - Torsdag 17:00
Pynte op - Torsdag 17:00
Oprydning i spisesal - Fredag 07:30
Samle flasker - Fredag 07:30
Tælle flasker - Fredag 09:30
